나하,67,186
가아,81,164
차사,89,157
카가,54,189
카카,84,163
파가,85,190
아카,41,173
카자,81,155
가타,52,189
카카,54,157
마가,86,178
자아,87,176
다나,63,178
파다,93,173
카라,73,182
나라,89,181
마나,59,193
나차,60,181
나나,72,173
사차,80,157
나다,64,158
사자,54,153
카타,53,160
타나,47,175
차아,99,166
다카,88,156
자파,79,154
마라,58,169
다타,76,196
가하,73,163
가자,79,196
라다,58,189
차카,55,187
자마,51,152
타차,72,154
자라,42,191
마라,88,160
카아,92,195
자타,54,169
카자,72,172
다라,47,165
나자,66,157
카타,57,196
파가,46,188
다카,59,166
다사,58,168
나타,49,171
라라,45,172
차자,88,160
사가,50,191
사라,49,170
타차,50,190
아다,53,189
사타,48,162
다타,73,197
마타,66,156
카파,53,198
사가,66,153
차라,91,169
차카,90,155
마카,50,197
가차,96,174
아나,63,182
파카,62,153
마다,56,154
타하,56,165
사마,96,168
가나,61,182
자타,82,159
타카,40,198
가사,81,156
차사,76,163
카가,75,198
가카,67,178
아마,41,180
아자,42,193
가다,78,173
사나,65,175
라가,88,198
가나,89,152
가카,71,166
마자,56,156
타카,87,176
다아,64,173
마파,56,192
마사,52,185
다자,81,158
하나,83,184
아가,49,170
파타,60,167
마다,42,175
타마,73,159
타카,90,189
가나,45,192
나차,85,181
다자,68,169
차카,50,162
다가,83,168
아사,95,174
마파,56,161
타파,97,186
카자,88,185
사파,50,152
아파,45,170
나카,81,150
자타,53,192
타차,75,183
나차,63,164
라나,65,167
아하,87,163
카카,73,175
사나,91,170
다사,75,181
마자,98,189
카마,96,156
마차,93,197
라하,47,150
파카,93,189
라사,51,181
카마,46,199
차하,53,179
하사,81,159
자하,46,173
아다,55,186
아라,55,175
하차,91,169
다자,62,173
자파,40,199
다하,73,159
파타,90,182
라아,62,177
가마,56,198
아카,85,162
가자,87,170
나사,44,188
카가,40,171
다카,51,192
라하,89,178
사차,48,153
마하,40,156
아하,90,157
가하,61,188
타다,42,194
하가,67,168
가자,67,172
차라,67,153
하하,90,184
차타,42,162
마아,74,157
가나,45,161
파나,71,155
다다,69,162
자아,99,188
라차,58,162
카라,66,197
카나,65,195
라차,44,151
타라,80,158
파하,89,160
차타,80,156
나가,64,191
자카,88,161
차파,64,190
카사,55,186
가카,42,174
자아,78,196
가아,90,178
카타,85,155
자타,51,168
카차,75,165
자가,44,163
자하,62,179
사하,83,193
가하,56,172
하사,73,178
타나,50,195
라사,51,157
타하,42,152
타라,65,150
사카,49,190
나다,56,197
다가,91,198
사아,80,182
타파,58,178
다카,49,195
나차,40,185
아카,88,195
파차,91,161
자차,45,187
파아,85,198
사가,86,188
자라,41,150
차마,74,194
타차,86,180
가라,88,186
자가,85,160
차하,87,176
자마,65,168
다타,63,195
차마,69,173
나나,96,160
차하,48,191
카가,53,168
가하,89,162
차하,55,174
다아,54,196
사나,64,176
마라,89,192
하라,53,199
타라,86,176
파파,65,169
카가,46,170
자아,61,172
카아,55,168
나다,72,191
가파,66,157
다자,45,176
라차,76,167
파아,48,185
아자,92,198
가아,73,170
하마,46,179
차다,92,197
하타,67,182
가파,47,184
하사,78,159
파차,69,151
타하,74,164
차나,65,164
카나,52,184
차아,94,190
파가,64,168
나자,43,160
라마,84,191
하타,92,161
자카,82,194
카아,98,182
아다,85,188
차파,69,150
아카,68,184
타나,53,150
라라,86,178
파파,53,193
라가,48,198
다사,54,178
자가,50,184
자나,41,163
사파,47,160
차파,63,159
카아,60,154
마차,60,158
타타,51,187
나다,89,160
라나,76,198
사자,65,172
가라,86,178
타나,50,170
파마,88,178
라다,70,177
파다,82,189
카하,41,156
파마,51,183
다나,50,175
마사,66,177
나다,75,174
차타,84,151
나카,61,195
가타,82,177
파자,71,162
나타,80,177
하파,46,171
타아,89,184
아자,69,174
차하,65,177
아파,98,179
차사,56,152
사아,56,161
하차,41,196
사자,66,191
하나,91,181
카사,99,166
나아,43,176
마가,48,189
가하,69,190
가가,59,183
자자,81,169
파다,53,180
파라,73,195
타라,86,178
가자,89,192
라파,77,188
하라,72,178
가카,58,179
사하,91,174
차가,71,172
나사,70,170
타가,87,193
아아,86,171
파가,50,178
다파,84,158
타자,49,178
나타,84,165
라차,84,161
파파,88,187
차차,79,192
카타,86,192
마하,61,173
나다,80,158
나자,96,171
사마,95,151
다타,86,192
라파,46,185
자라,46,154
라사,48,168
자다,73,173
하가,98,184
가사,62,177
라라,75,190
타나,61,187
가타,52,160
다하,64,185
마차,46,187
다하,63,158
나나,45,171
하파,59,189
카아,61,150
카다,77,177
파다,87,188
파자,65,190
하나,57,169
하파,57,180
마나,67,187
라다,92,179
라타,82,175
사사,92,186
차차,97,186
다차,87,184
사타,71,182
파라,63,175
차다,49,181
마라,42,182
나나,64,153
나아,62,157
나하,99,194
하라,53,189
파가,93,151
하파,73,161
하타,52,175
다라,45,156
라마,66,187
라자,67,151
하차,63,180
마카,65,177
자타,51,179
타아,50,192
카마,45,179
라나,47,152
카카,96,160
나마,74,159
하차,75,174
자가,73,159
자마,68,171
다자,63,180
사차,82,160
가자,93,159
가파,98,163
마가,56,156
파다,53,153
사나,81,160
사라,73,174
카차,70,178
라카,83,162
카자,74,181
카하,47,183
아차,91,183
사가,66,176
타타,85,154
파타,86,189
카자,40,160
다차,57,159
라차,54,193
나마,40,185
마다,98,160
가파,58,166
카사,68,167
차파,85,162
라타,51,178
차자,82,159
가가,45,181
라파,56,153
라나,65,196
나자,82,186
아타,66,167
가다,88,164
파아,99,166
자다,65,185
자다,65,195
타타,95,183
마타,91,196
파다,97,174
자카,50,191
가타,54,191
다타,62,188
자사,66,161
자아,65,185
가하,64,193
파사,98,159
다카,58,186
차파,75,165
자라,79,194
마아,56,199
차사,94,156
마다,95,195
카가,74,184
가가,91,150
파파,88,190
파파,92,196
다하,82,189
아가,74,175
나나,85,188
파마,73,187
카라,48,157
차마,45,192
파다,56,164
자파,95,167
사마,59,165
하차,74,186
타자,72,161
차자,84,176
하나,75,171
가사,86,155
마사,67,190
마자,88,186
하파,67,163
라타,51,186
나라,59,150
타다,93,168
아차,59,177
사차,46,174
다카,68,153
가라,75,180
파하,94,169
카나,44,178
타다,68,183
다사,90,165
자하,84,179
아차,93,180
라가,96,190
가파,75,192
사아,55,151
파카,72,154
아라,96,181
가마,71,194
마자,59,166
나라,72,188
타자,86,153
하라,57,195
다타,90,174
아마,45,197
사가,76,184
나라,60,151
자자,55,175
자사,96,163
라나,74,176
타아,98,191
하가,92,191
하카,76,166
파자,55,161
나차,85,195
카타,74,186
아사,50,154
파가,46,178
차라,44,178
마가,57,178
가나,61,192
카타,78,157
가하,90,151
마라,53,182
타다,42,196
하나,58,199
카자,76,178
라마,46,176
다가,97,154
라파,88,151
가마,57,185
아자,57,171
자카,40,187
마다,72,154
마하,73,168
나사,91,195
가차,63,153
사아,61,162
차하,67,189
마나,47,169
다가,62,153
카가,45,188
자가,41,189
라라,67,153
마다,65,152
카다,70,199
라나,82,179
가하,76,173
자라,84,164
가자,90,179
파차,72,177
아카,58,185
차다,81,158
타마,71,162
파타,55,176
타아,63,190
사나,60,180
차사,98,174
마가,61,196
차카,93,172
아하,58,164
라아,82,167
사파,83,168
가카,79,189
다마,66,187
카아,63,177
하차,62,183
마카,91,175
나파,85,157
자하,74,199
나하,71,159
나다,69,194
차차,79,171
아자,90,155
하차,47,161
마자,73,162
파나,87,167
라나,46,177
마자,82,169
타파,54,176
마차,64,151
자사,75,183
아타,67,184
마타,92,159
타다,89,178
차카,85,155
카하,85,187
하다,43,184
하가,79,153
라다,52,166
하사,97,191
타아,66,175
하파,65,168
차타,75,174
나카,64,159
마타,93,170
가라,61,197
카자,86,196
다다,92,192
하자,85,153
파자,41,186
아마,79,199
마아,47,154
차하,77,178
나가,65,180
자다,56,173
나다,92,169
자자,95,164
사차,50,170
아라,45,152
카나,93,168
마마,50,196
나아,65,191
마타,45,175
타가,47,154
마카,53,182
사자,99,165
카파,41,197
사파,83,189
가아,43,158
사차,51,189
나가,82,181
카다,59,160
가사,88,159
나카,86,155
파가,63,159
나하,42,158
나다,52,169
라사,79,197
자사,77,158
다나,70,160
타파,73,183
차라,88,169
사타,83,188
파라,56,199
나나,76,174
마아,41,177
사자,89,192
사사,40,197
자하,41,156
마라,85,174
카하,82,193
마나,51,150
하타,97,192
